Padstack Used	Location
ack name in the Bounding Box drawn in the mitikas.mcm file are listed below.
Padstack Used	Location
545.	"L07-L08"	(-8620.0 -14250.0)
546.	"L08-L09"	(-8705.0 -14310.0)
547.	"L08-L09"	(-8310.0 -14295.0)
548.	"L09-L10"	(-8770.0 -14230.0)
549.	"L03-L04"	(-9428.58 -13223.52)
550.	"L07-L08"	(-9408.08 -13238.37)
551.	"L08-L09"	(-9510.61 -13220.69)
552.	"L09-L10"	(-9500.0 -13881.84)
553.	"L03-L04"	(-9428.58 -13633.64)
554.	"L03-L04"	(-9223.52 -13428.58)
555.	"L04-L05"	(-9269.94 -13528.0)
556.	"L06-L07"	(-9294.94 -13500.0)
557.	"L07-L08"	(-9238.37 -13591.92)
558.	"L08-L09"	(-9224.23 -13485.86)
559.	"L09-L10"	(-9118.16 -13500.0)
560.	"L08-L09"	(-9489.39 -13779.31)
561.	"L09-L10"	(-9500.0 -13118.16)
562.	"L02-L03"	(-9484.0 -13382.0)
563.	"L03-L04"	(-9380.0 -13426.0)
564.	"L02-L03"	(-9315.0 -13804.0)
565.	"L03-L04"	(-9221.0 -13705.0)
566.	"L02-L03"	(-9167.0 -14228.0)
567.	"L03-L04"	(-9167.0 -14085.0)
568.	"L08-L10"	(-9029.0 -12034.0)
569.	"L08-L10"	(-9336.0 -11970.0)
570.	"L04-L05"	(-8300.0 -12875.0)
571.	"L03-L04"	(-9355.0 -11746.0)
572.	"L07-L08"	(-9380.0 -11750.0)
573.	"L09-L10"	(-9230.0 -11770.0)
574.	"L03-L04"	(-9428.58 -12776.48)
575.	"L02-L03"	(-9500.0 -12705.06)
576.	"L08-L09"	(-9485.86 -12775.77)
577.	"L09-L10"	(-9500.0 -12881.84)
578.	"SMALL_PTH"	(-8500.0 -11500.0)
579.	"L09-L10"	(-8770.0 -11770.0)
580.	"L08-L09"	(-8897.0 -11799.0)
581.	"L04-L05"	(-8875.0 -11075.0)
582.	"L08-L10"	(-8989.0 -10568.0)
583.	"L08-L10"	(-9286.0 -10950.0)
584.	"L08-L10"	(-8662.0 -10935.0)
585.	"L04-L05"	(-9100.0 -11475.0)
586.	"L04-L05"	(-9355.0 -11355.0)
587.	"L03-L04"	(-9355.0 -11456.0)
588.	"L04-L05"	(-9355.0 -11645.0)
589.	"L09-L10"	(-9230.0 -11230.0)
590.	"L08-L09"	(-9295.0 -11690.0)
591.	"L08-L09"	(-9310.0 -11295.0)
592.	"L06-L07"	(-9355.0 -11645.0)
593.	"L06-L07"	(-9355.0 -11355.0)
594.	"L07-L08"	(-9250.0 -11380.0)
595.	"L04-L05"	(-9103.0 -10828.0)
596.	"SMALL_PTH"	(-9000.0 -10500.0)
597.	"L06-L07"	(-8870.0 -10691.0)
598.	"L07-L08"	(-8750.0 -10620.0)
599.	"L08-L09"	(-8685.0 -10705.0)
600.	"L09-L10"	(-8770.0 -10770.0)
601.	"L04-L05"	(-8828.0 -11503.0)
602.	"L06-L07"	(-8645.0 -11645.0)
603.	"L07-L08"	(-8750.0 -11620.0)
604.	"L04-L05"	(-9355.0 -9355.0)
605.	"L02-L03"	(-9355.0 -9355.0)
606.	"L01-L02"	(-9355.0 -9456.0)
607.	"L03-L04"	(-9355.0 -9456.0)
608.	"L02-L03"	(-9355.0 -9645.0)
609.	"L04-L05"	(-9355.0 -9645.0)
610.	"L03-L04"	(-9355.0 -9746.0)
611.	"L01-L02"	(-9355.0 -9746.0)
612.	"L07-L08"	(-9380.0 -9750.0)
613.	"L08-L09"	(-9295.0 -9690.0)
614.	"L09-L10"	(-9230.0 -9770.0)
615.	"L08-L09"	(-9302.0 -9160.0)
616.	"L06-L07"	(-9355.0 -9645.0)
617.	"L06-L07"	(-9355.0 -9355.0)
618.	"L07-L08"	(-9420.0 -9240.0)
619.	"L08-L10"	(-8874.0 -9759.0)
620.	"L08-L10"	(-8332.0 -9967.0)
621.	"L08-L10"	(-8792.0 -10206.0)
622.	"L08-L09"	(-8295.0 -9685.0)
623.	"L04-L05"	(-8440.0 -7870.0)
624.	"L01-L02"	(-9350.0 -8300.0)
625.	"L08-L10"	(-9016.0 -8367.0)
626.	"L08-L10"	(-8565.0 -8055.0)
627.	"L08-L10"	(-8761.0 -9147.0)
628.	"L08-L10"	(-9029.0 -8820.0)
629.	"L09-L10"	(-9403.0 -9110.0)
630.	"L04-L05"	(-8355.0 -8645.0)
631.	"SMALL_PTH"	(-8500.0 -8500.0)
632.	"L06-L07"	(-8549.0 -8248.0)
633.	"L07-L08"	(-8695.0 -8216.0)
634.	"L09-L10"	(-8754.0 -8186.0)
635.	"L08-L09"	(-8899.0 -8240.0)
636.	"L04-L05"	(-8970.0 -7285.0)
637.	"L01-L02"	(-9175.0 -7575.0)
638.	"L08-L10"	(-8976.0 -6957.0)
639.	"L07-L08"	(-9250.0 -7380.0)
640.	"L06-L07"	(-9355.0 -7355.0)
641.	"L06-L07"	(-9355.0 -7645.0)
642.	"L08-L09"	(-9310.0 -7295.0)
643.	"L09-L10"	(-9230.0 -7770.0)
644.	"L08-L09"	(-9295.0 -7690.0)
645.	"L09-L10"	(-9230.0 -7230.0)
646.	"L07-L08"	(-9380.0 -7750.0)
647.	"L03-L04"	(-8645.0 -6746.0)
648.	"L04-L05"	(-8645.0 -6645.0)
649.	"L07-L08"	(-8750.0 -6620.0)
650.	"L08-L09"	(-8685.0 -6705.0)
651.	"L09-L10"	(-8770.0 -6770.0)
652.	"L04-L05"	(-8355.0 -6645.0)
653.	"L03-L04"	(-8355.0 -6746.0)
654.	"SMALL_PTH"	(-8500.0 -6500.0)
655.	"L07-L08"	(-8380.0 -6750.0)
656.	"L08-L09"	(-8295.0 -6690.0)
657.	"L06-L07"	(-8355.0 -6645.0)
658.	"L06-L07"	(-8645.0 -6645.0)
659.	"L04-L05"	(-8355.0 -7645.0)
660.	"SMALL_PTH"	(-8500.0 -7500.0)
661.	"L06-L07"	(-8355.0 -7645.0)
662.	"L07-L08"	(-8380.0 -7750.0)
663.	"L08-L09"	(-8295.0 -7685.0)
664.	"L04-L05"	(-9010.0 -5400.0)
665.	"L01-L02"	(-9125.0 -5725.0)
666.	"L08-L10"	(-8574.0 -5977.0)
667.	"L08-L10"	(-8908.0 -6433.0)
668.	"L07-L08"	(-8758.0 -5420.0)
669.	"L06-L07"	(-8645.0 -5355.0)
670.	"L01-L02"	(-8645.0 -5746.0)
671.	"L03-L04"	(-8645.0 -5746.0)
672.	"L02-L03"	(-8645.0 -5645.0)
673.	"L04-L05"	(-8645.0 -5645.0)
674.	"L02-L03"	(-8645.0 -5355.0)
675.	"L03-L04"	(-8645.0 -5456.0)
676.	"L01-L02"	(-8645.0 -5456.0)
677.	"L04-L05"	(-8645.0 -5355.0)
678.	"L07-L08"	(-8750.0 -5620.0)
679.	"L08-L09"	(-8685.0 -5705.0)
680.	"L09-L10"	(-8770.0 -5770.0)
681.	"L04-L05"	(-8355.0 -5355.0)
682.	"L02-L03"	(-8355.0 -5355.0)
683.	"L01-L02"	(-8355.0 -5456.0)
684.	"L02-L03"	(-8355.0 -5645.0)
685.	"L04-L05"	(-8355.0 -5645.0)
686.	"L03-L04"	(-8272.0 -5566.0)
687.	"L01-L02"	(-8355.0 -5746.0)
688.	"SMALL_PTH"	(-8500.0 -5500.0)
689.	"L07-L08"	(-8380.0 -5750.0)
690.	"L08-L09"	(-8338.0 -5879.0)
691.	"L08-L09"	(-8310.0 -5295.0)
692.	"L06-L07"	(-8355.0 -5645.0)
693.	"L06-L07"	(-8355.0 -5355.0)
694.	"L06-L07"	(-8645.0 -5645.0)
695.	"L08-L09"	(-8660.0 -5322.0)
696.	"L04-L05"	(-9490.0 -5870.0)
697.	"L06-L07"	(-8267.0 -6010.0)
698.	"SMALL_PTH"	(-8537.0 -6008.0)
699.	"L04-L05"	(-8305.0 -6007.0)
700.	"L09-L10"	(-8770.0 -6230.0)
701.	"L07-L08"	(-8770.0 -6271.0)
702.	"L06-L07"	(-8645.0 -6355.0)
703.	"L03-L04"	(-8645.0 -6456.0)
704.	"L04-L05"	(-8645.0 -6355.0)
705.	"L04-L05"	(-8355.0 -6355.0)
706.	"L03-L04"	(-8355.0 -6456.0)
707.	"L08-L09"	(-8344.0 -6212.0)
708.	"L06-L07"	(-8355.0 -6355.0)
709.	"L08-L09"	(-8892.0 -6191.0)
710.	"L04-L05"	(-8915.0 -4425.0)
711.	"L04-L05"	(-8460.0 -4115.0)
712.	"L08-L10"	(-9285.0 -3978.0)
713.	"L08-L10"	(-8751.0 -5012.0)
714.	"L08-L10"	(-9280.0 -5007.0)
715.	"L04-L05"	(-9355.0 -4355.0)
716.	"L02-L03"	(-9355.0 -4355.0)
717.	"L01-L02"	(-9355.0 -4456.0)
718.	"L03-L04"	(-9355.0 -4456.0)
719.	"L02-L03"	(-9355.0 -4645.0)
720.	"L04-L05"	(-9355.0 -4645.0)
721.	"L03-L04"	(-9355.0 -4746.0)
722.	"L01-L02"	(-9355.0 -4746.0)
723.	"L07-L08"	(-9380.0 -4750.0)
724.	"L09-L10"	(-9230.0 -4230.0)
725.	"L08-L09"	(-9295.0 -4690.0)
726.	"L09-L10"	(-9230.0 -4770.0)
727.	"L08-L09"	(-9310.0 -4295.0)
728.	"L06-L07"	(-9355.0 -4645.0)
729.	"L06-L07"	(-9355.0 -4355.0)
730.	"L07-L08"	(-9250.0 -4380.0)
731.	"L09-L10"	(-8770.0 -5230.0)
732.	"L03-L04"	(-8353.0 -5218.0)
733.	"L09-L10"	(-8770.0 -4230.0)
734.	"L07-L08"	(-8590.0 -4220.0)
735.	"L06-L07"	(-8645.0 -4355.0)
736.	"L03-L04"	(-8645.0 -4746.0)
737.	"L04-L05"	(-8645.0 -4645.0)
738.	"L03-L04"	(-8645.0 -4456.0)
739.	"L04-L05"	(-8645.0 -4355.0)
740.	"L07-L08"	(-8774.0 -4781.0)
741.	"L08-L09"	(-8663.0 -4860.0)
742.	"L09-L10"	(-8770.0 -4770.0)
743.	"L04-L05"	(-8355.0 -4355.0)
744.	"L03-L04"	(-8355.0 -4456.0)
745.	"L04-L05"	(-8355.0 -4645.0)
746.	"L03-L04"	(-8355.0 -4746.0)
747.	"SMALL_PTH"	(-8500.0 -4500.0)
748.	"L08-L09"	(-8295.0 -4690.0)
749.	"L08-L09"	(-8310.0 -4295.0)
750.	"L06-L07"	(-8355.0 -4645.0)
751.	"L06-L07"	(-8355.0 -4355.0)
752.	"L07-L08"	(-8389.0 -4188.0)
753.	"L06-L07"	(-8645.0 -4645.0)
754.	"L08-L09"	(-8647.0 -4332.0)
755.	"L07-L08"	(-8526.0 -5000.0)
756.	"L06-L07"	(-8675.0 -5002.0)
757.	"SMALL_PTH"	(-9000.0 -5000.0)
758.	"L04-L05"	(-8687.0 -4984.0)
759.	"L07-L08"	(-8793.0 -4171.0)
760.	"L06-L07"	(-9000.0 -4253.0)
761.	"SMALL_PTH"	(-9000.0 -4000.0)
762.	"L04-L05"	(-8743.0 -4125.0)
763.	"L08-L10"	(-8746.0 -3026.0)
764.	"L08-L10"	(-9279.0 -3018.0)
765.	"L08-L10"	(-8775.0 -3953.0)
766.	"L09-L10"	(-8770.0 -3230.0)
767.	"L07-L08"	(-8718.0 -3435.0)
768.	"L06-L07"	(-8645.0 -3355.0)
769.	"L01-L02"	(-8645.0 -3746.0)
770.	"L03-L04"	(-8645.0 -3746.0)
771.	"L02-L03"	(-8645.0 -3645.0)
772.	"L04-L05"	(-8645.0 -3645.0)
773.	"L02-L03"	(-8645.0 -3355.0)
774.	"L03-L04"	(-8645.0 -3456.0)
775.	"L01-L02"	(-8645.0 -3456.0)
776.	"L04-L05"	(-8645.0 -3355.0)
777.	"L07-L08"	(-8750.0 -3620.0)
778.	"L08-L09"	(-8685.0 -3705.0)
779.	"L09-L10"	(-8770.0 -3770.0)
780.	"L04-L05"	(-8355.0 -3355.0)
781.	"L02-L03"	(-8355.0 -3355.0)
782.	"L01-L02"	(-8355.0 -3456.0)
783.	"L03-L04"	(-8355.0 -3456.0)
784.	"L02-L03"	(-8355.0 -3645.0)
785.	"L04-L05"	(-8355.0 -3645.0)
786.	"L03-L04"	(-8461.0 -3642.0)
787.	"L01-L02"	(-8355.0 -3746.0)
788.	"SMALL_PTH"	(-8500.0 -3500.0)
789.	"L07-L08"	(-8380.0 -3750.0)
790.	"L08-L09"	(-8295.0 -3690.0)
791.	"L08-L09"	(-8310.0 -3295.0)
792.	"L06-L07"	(-8355.0 -3645.0)
793.	"L06-L07"	(-8355.0 -3355.0)
794.	"L07-L08"	(-8281.0 -3456.0)
795.	"L06-L07"	(-8645.0 -3645.0)
796.	"L08-L09"	(-8705.0 -3310.0)
797.	"L04-L05"	(-9355.0 -2645.0)
798.	"L03-L04"	(-9355.0 -2746.0)
799.	"L07-L08"	(-9380.0 -2750.0)
800.	"L08-L09"	(-9295.0 -2690.0)
801.	"L09-L10"	(-9230.0 -2770.0)
802.	"L06-L07"	(-9355.0 -2645.0)
803.	"L03-L04"	(-8645.0 -2746.0)
804.	"L04-L05"	(-8645.0 -2645.0)
805.	"SMALL_PTH"	(-8500.0 -2500.0)
806.	"L06-L07"	(-8645.0 -2645.0)
807.	"L08-L09"	(-8685.0 -2705.0)
808.	"L09-L10"	(-8770.0 -2770.0)
809.	"L03-L04"	(-9254.0 -3645.0)
810.	"L02-L03"	(-9355.0 -3645.0)
811.	"L04-L05"	(-9355.0 -3645.0)
812.	"L06-L07"	(-9355.0 -3645.0)
813.	"L07-L08"	(-9380.0 -3750.0)
814.	"L08-L09"	(-9295.0 -3685.0)
815.	"L09-L10"	(-9230.0 -3770.0)
816.	"L01-L02"	(-9125.0 -2575.0)
817.	"L01-L02"	(-9250.0 -1800.0)
818.	"L01-L02"	(-9275.0 -2075.0)
819.	"L08-L10"	(-8734.0 -2016.0)
820.	"L08-L10"	(-9297.0 -1986.0)
821.	"L07-L08"	(-8753.0 -1417.0)
822.	"L06-L07"	(-8645.0 -1355.0)
823.	"L01-L02"	(-8645.0 -1746.0)
824.	"L03-L04"	(-8645.0 -1746.0)
825.	"L02-L03"	(-8645.0 -1645.0)
826.	"L04-L05"	(-8526.0 -1762.0)
827.	"L03-L04"	(-8645.0 -1456.0)
828.	"L01-L02"	(-8645.0 -1456.0)
829.	"L04-L05"	(-8645.0 -1355.0)
830.	"L07-L08"	(-8750.0 -1620.0)
831.	"L08-L09"	(-8685.0 -1705.0)
832.	"L09-L10"	(-8770.0 -1770.0)
833.	"L04-L05"	(-8355.0 -1355.0)
834.	"L01-L02"	(-8442.0 -1452.0)
835.	"L03-L04"	(-8355.0 -1456.0)
836.	"L02-L03"	(-8447.0 -1635.0)
837.	"L04-L05"	(-8355.0 -1645.0)
838.	"L03-L04"	(-8355.0 -1746.0)
839.	"L01-L02"	(-8440.0 -1746.0)
840.	"SMALL_PTH"	(-8500.0 -1500.0)
841.	"L07-L08"	(-8380.0 -1750.0)
842.	"L08-L09"	(-8295.0 -1690.0)
843.	"L06-L07"	(-8355.0 -1645.0)
844.	"L06-L07"	(-8355.0 -1355.0)
845.	"L07-L08"	(-8294.0 -1440.0)
846.	"L06-L07"	(-8645.0 -1645.0)
847.	"L04-L05"	(-9355.0 -2355.0)
848.	"L03-L04"	(-9355.0 -2456.0)
849.	"L09-L10"	(-9230.0 -2230.0)
850.	"L08-L09"	(-9310.0 -2295.0)
851.	"L06-L07"	(-9355.0 -2355.0)
852.	"L07-L08"	(-9250.0 -2380.0)
853.	"L07-L08"	(-9346.0 -1401.0)
854.	"L06-L07"	(-9182.0 -1377.0)
855.	"SMALL_PTH"	(-9000.0 -1500.0)
856.	"L04-L05"	(-8857.0 -1690.0)
857.	"L06-L07"	(-9355.0 -1645.0)
858.	"L07-L08"	(-9380.0 -1750.0)
859.	"L08-L09"	(-9295.0 -1685.0)
860.	"L09-L10"	(-9230.0 -1770.0)
861.	"L02-L03"	(-8645.0 -2645.0)
862.	"L07-L08"	(-8750.0 -2620.0)
863.	"L08-L10"	(-8972.0 -864.0)
864.	"L09-L10"	(-8770.0 -1230.0)
865.	"L02-L03"	(-8645.0 -1355.0)
866.	"L02-L03"	(-8442.0 -1329.0)
867.	"L08-L09"	(-8310.0 -1295.0)
868.	"L08-L09"	(-8705.0 -1310.0)
869.	"L06-L07"	(-9355.0 -355.0)
870.	"L07-L08"	(-9250.0 -380.0)
871.	"L08-L09"	(-9315.0 -295.0)
872.	"L09-L10"	(-9230.0 -230.0)
873.	"L09-L10"	(-8770.0 -230.0)
874.	"L07-L08"	(-8620.0 -250.0)
875.	"L06-L07"	(-8645.0 -355.0)
876.	"L03-L04"	(-8645.0 -746.0)
877.	"L04-L05"	(-8645.0 -645.0)
878.	"L03-L04"	(-8645.0 -456.0)
879.	"L04-L05"	(-8645.0 -355.0)
880.	"L07-L08"	(-8750.0 -620.0)
881.	"L08-L09"	(-8685.0 -705.0)
882.	"L09-L10"	(-8770.0 -770.0)
883.	"L04-L05"	(-8355.0 -355.0)
884.	"L03-L04"	(-8355.0 -456.0)
885.	"L04-L05"	(-8355.0 -645.0)
886.	"L03-L04"	(-8355.0 -746.0)
887.	"SMALL_PTH"	(-8500.0 -500.0)
888.	"L07-L08"	(-8380.0 -750.0)
889.	"L08-L09"	(-8295.0 -690.0)
890.	"L08-L09"	(-8310.0 -295.0)
891.	"L06-L07"	(-8355.0 -645.0)
892.	"L06-L07"	(-8355.0 -355.0)
893.	"L07-L08"	(-8423.0 -262.0)
894.	"L06-L07"	(-8645.0 -645.0)
895.	"L08-L09"	(-8705.0 -310.0)
896.	"L08-L10"	(-8995.0 704.0)
897.	"L09-L10"	(-8770.0 770.0)
898.	"L07-L08"	(-8620.0 750.0)
899.	"L06-L07"	(-8645.0 645.0)
900.	"L01-L02"	(-8645.0 254.0)
901.	"L03-L04"	(-8645.0 254.0)
902.	"L02-L03"	(-8645.0 355.0)
903.	"L04-L05"	(-8645.0 355.0)
904.	"L02-L03"	(-8645.0 645.0)
905.	"L03-L04"	(-8645.0 544.0)
906.	"L01-L02"	(-8645.0 544.0)
907.	"L04-L05"	(-8645.0 645.0)
908.	"L07-L08"	(-8750.0 380.0)
909.	"L08-L09"	(-8685.0 295.0)
910.	"L09-L10"	(-8770.0 230.0)
911.	"L04-L05"	(-8355.0 645.0)
912.	"L02-L03"	(-8355.0 645.0)
913.	"L01-L02"	(-8355.0 544.0)
914.	"L03-L04"	(-8355.0 544.0)
915.	"L02-L03"	(-8355.0 355.0)
916.	"L04-L05"	(-8355.0 355.0)
917.	"L03-L04"	(-8355.0 254.0)
918.	"L01-L02"	(-8355.0 254.0)
919.	"SMALL_PTH"	(-8500.0 500.0)
920.	"L07-L08"	(-8380.0 250.0)
921.	"L08-L09"	(-8295.0 310.0)
922.	"L08-L09"	(-8310.0 705.0)
923.	"L06-L07"	(-8355.0 355.0)
924.	"L06-L07"	(-8355.0 645.0)
925.	"L06-L07"	(-8645.0 355.0)
926.	"L08-L09"	(-8705.0 690.0)
927.	"L04-L05"	(-8275.0 960.0)
928.	"L06-L07"	(-9355.0 645.0)
929.	"L07-L08"	(-9250.0 620.0)
930.	"L08-L09"	(-9315.0 705.0)
931.	"L09-L10"	(-9230.0 770.0)
932.	"L04-L05"	(-7835.0 -15735.0)
933.	"L08-L10"	(-7701.0 -16041.0)
934.	"L08-L10"	(-8043.0 -16026.0)
935.	"L09-L10"	(-7230.0 -16770.0)
936.	"L08-L09"	(-7295.0 -16690.0)
937.	"L09-L10"	(-7230.0 -16230.0)
938.	"L08-L09"	(-7310.0 -16295.0)
939.	"L07-L08"	(-7250.0 -16380.0)
940.	"L06-L07"	(-7355.0 -16355.0)
941.	"L01-L02"	(-7355.0 -16456.0)
942.	"L02-L03"	(-7355.0 -16355.0)
943.	"L04-L05"	(-7355.0 -16355.0)
944.	"L02-L03"	(-7645.0 -16355.0)
945.	"L01-L02"	(-7645.0 -16456.0)
946.	"L03-L04"	(-7645.0 -16456.0)
947.	"L03-L04"	(-7645.0 -16746.0)
948.	"L07-L08"	(-7620.0 -16250.0)
949.	"L06-L07"	(-7645.0 -16355.0)
950.	"L04-L05"	(-7645.0 -16355.0)
951.	"SMALL_PTH"	(-7500.0 -16500.0)
952.	"L04-L05"	(-7645.0 -16645.0)
953.	"L07-L08"	(-7750.0 -16620.0)
954.	"L06-L07"	(-7645.0 -16645.0)
955.	"L08-L09"	(-7685.0 -16705.0)
956.	"L09-L10"	(-7770.0 -16770.0)
957.	"L09-L10"	(-7770.0 -16230.0)
958.	"L08-L09"	(-7705.0 -16310.0)
959.	"L03-L04"	(-7355.0 -16746.0)
960.	"L04-L05"	(-7355.0 -16645.0)
961.	"L01-L02"	(-7355.0 -16746.0)
962.	"L02-L03"	(-7355.0 -16645.0)
963.	"L01-L02"	(-7645.0 -16746.0)
964.	"L02-L03"	(-7645.0 -16645.0)
965.	"L03-L04"	(-7355.0 -16456.0)
966.	"L07-L08"	(-7380.0 -16750.0)
967.	"L06-L07"	(-7355.0 -16645.0)
968.	"L09-L10"	(-7230.0 -15770.0)
969.	"L08-L09"	(-7295.0 -15690.0)
970.	"L07-L08"	(-7380.0 -15750.0)
971.	"L09-L10"	(-7770.0 -15770.0)
972.	"L08-L09"	(-7685.0 -15705.0)
973.	"L07-L08"	(-7750.0 -15620.0)
974.	"L07-L08"	(-8238.37 -16591.92)
975.	"L09-L10"	(-8118.16 -16500.0)
976.	"L08-L09"	(-8224.23 -16485.86)
977.	"L07-L08"	(-7000.0 -16586.0)
978.	"L06-L07"	(-7000.0 -16750.0)
979.	"SMALL_PTH"	(-7000.0 -17000.0)
980.	"L07-L08"	(-7000.0 -15625.0)
981.	"L06-L07"	(-7000.0 -15761.0)
982.	"SMALL_PTH"	(-7000.0 -16000.0)
983.	"L08-L10"	(-7939.0 -14931.0)
984.	"L08-L10"	(-7142.0 -14966.0)
985.	"L08-L09"	(-7690.0 -14705.0)
986.	"L06-L07"	(-7355.0 -14645.0)
987.	"L02-L03"	(-7645.0 -14355.0)
988.	"L01-L02"	(-7544.0 -14355.0)
989.	"L04-L05"	(-7645.0 -14355.0)
990.	"L03-L04"	(-7544.0 -14355.0)
991.	"L07-L08"	(-7750.0 -14620.0)
992.	"L06-L07"	(-7645.0 -14645.0)
993.	"L01-L02"	(-7544.0 -14645.0)
994.	"L03-L04"	(-7544.0 -14645.0)
995.	"L02-L03"	(-7645.0 -14645.0)
996.	"L04-L05"	(-7645.0 -14645.0)
997.	"SMALL_PTH"	(-7500.0 -14500.0)
998.	"L04-L05"	(-7355.0 -14645.0)
999.	"L02-L03"	(-7355.0 -14645.0)
1000.	"L01-L02"	(-7254.0 -14645.0)
1001.	"L03-L04"	(-7254.0 -14645.0)
1002.	"L02-L03"	(-7355.0 -14355.0)
1003.	"L04-L05"	(-7355.0 -14355.0)
1004.	"L03-L04"	(-7254.0 -14355.0)
1005.	"L01-L02"	(-7254.0 -14355.0)
1006.	"L06-L07"	(-7355.0 -14355.0)
1007.	"L07-L08"	(-7380.0 -14750.0)
1008.	"L08-L09"	(-7295.0 -14685.0)
1009.	"L09-L10"	(-7230.0 -14770.0)
1010.	"L09-L10"	(-7770.0 -14770.0)
1011.	"L07-L08"	(-7250.0 -14380.0)
1012.	"L06-L07"	(-7645.0 -14355.0)
1013.	"L09-L10"	(-8118.16 -15500.0)
1014.	"L08-L09"	(-8220.69 -15489.39)
1015.	"L07-L08"	(-8238.37 -15591.92)
1016.	"L08-L09"	(-7705.0 -15310.0)
1017.	"L07-L08"	(-7250.0 -15380.0)
1018.	"L08-L09"	(-7310.0 -15295.0)
1019.	"L09-L10"	(-7230.0 -15230.0)
1020.	"L07-L08"	(-7620.0 -15250.0)
1021.	"L09-L10"	(-7770.0 -15230.0)
1022.	"L07-L08"	(-8250.0 -14380.0)
1023.	"L09-L10"	(-8230.0 -14770.0)
1024.	"L07-L08"	(-8000.0 -14612.0)
1025.	"L06-L07"	(-8000.0 -14755.0)
1026.	"SMALL_PTH"	(-8000.0 -15000.0)
1027.	"L04-L05"	(-7784.0 -15012.0)
1028.	"L02-L03"	(-7800.0 -15324.0)
1029.	"L03-L04"	(-7877.0 -15117.0)
1030.	"L07-L08"	(-7000.0 -14623.0)
1031.	"L06-L07"	(-7000.0 -14758.0)
1032.	"SMALL_PTH"	(-7000.0 -15000.0)
1033.	"L04-L05"	(-7116.0 -15358.0)
1034.	"L02-L03"	(-7224.0 -15545.0)
1035.	"L03-L04"	(-7116.0 -15546.0)
1036.	"L04-L05"	(-7960.0 -13375.0)
1037.	"L04-L05"	(-7025.0 -13975.0)
1038.	"L08-L10"	(-7290.0 -14025.0)
1039.	"L07-L08"	(-7620.0 -14250.0)
1040.	"L09-L10"	(-7770.0 -14230.0)
1041.	"L08-L09"	(-7310.0 -14295.0)
1042.	"L09-L10"	(-7230.0 -14230.0)
1043.	"L08-L09"	(-7705.0 -14310.0)
1044.	"L03-L04"	(-8223.52 -13571.42)
1045.	"L01-L02"	(-8223.52 -13571.42)
1046.	"L08-L09"	(-8220.69 -13489.39)
1047.	"L09-L10"	(-8118.16 -13500.0)
1048.	"L07-L08"	(-8238.37 -13591.92)
1049.	"L04-L05"	(-7095.0 -13645.0)
1050.	"L09-L10"	(-8230.0 -14230.0)
1051.	"L09-L10"	(-7770.0 -13770.0)
1052.	"L07-L08"	(-7750.0 -13620.0)
1053.	"L06-L07"	(-7645.0 -13645.0)
1054.	"L03-L04"	(-7254.0 -13645.0)
1055.	"L04-L05"	(-7355.0 -13645.0)
1056.	"L03-L04"	(-7544.0 -13645.0)
1057.	"L04-L05"	(-7645.0 -13645.0)
1058.	"L07-L08"	(-7380.0 -13750.0)
1059.	"L08-L09"	(-7295.0 -13685.0)
1060.	"L09-L10"	(-7230.0 -13770.0)
1061.	"L04-L05"	(-7645.0 -13355.0)
1062.	"L03-L04"	(-7544.0 -13355.0)
1063.	"L04-L05"	(-7355.0 -13355.0)
1064.	"L03-L04"	(-7254.0 -13355.0)
1065.	"SMALL_PTH"	(-7500.0 -13500.0)
1066.	"L07-L08"	(-7250.0 -13380.0)
1067.	"L09-L10"	(-7770.0 -13230.0)
1068.	"L08-L09"	(-7310.0 -13295.0)
1069.	"L09-L10"	(-7230.0 -13230.0)
1070.	"L08-L09"	(-7705.0 -13310.0)
1071.	"L06-L07"	(-7355.0 -13355.0)
1072.	"L06-L07"	(-7645.0 -13355.0)
1073.	"L07-L08"	(-7620.0 -13250.0)
1074.	"L06-L07"	(-7355.0 -13645.0)
1075.	"L08-L09"	(-7690.0 -13705.0)
1076.	"L04-L05"	(-7000.0 -12120.0)
1077.	"L04-L05"	(-8125.0 -12525.0)
1078.	"L01-L02"	(-8175.0 -11950.0)
1079.	"L08-L10"	(-7300.0 -12970.0)
1080.	"L08-L10"	(-7439.0 -12019.0)
1081.	"L02-L03"	(-7713.0 -11825.5)
1082.	"L01-L02"	(-7650.0 -11746.5)
1083.	"L01-L02"	(-7110.0 -11949.0)
1084.	"L02-L03"	(-7047.0 -12028.0)
1085.	"L01-L02"	(-7470.0 -11949.0)
1086.	"L02-L03"	(-7407.0 -12028.0)
1087.	"L02-L03"	(-7713.0 -12230.5)
1088.	"L01-L02"	(-7650.0 -12151.5)
1089.	"L01-L02"	(-7290.0 -12354.0)
1090.	"L02-L03"	(-7290.0 -12455.0)
1091.	"L01-L02"	(-7470.0 -12556.5)
1092.	"L02-L03"	(-7470.0 -12657.5)
1093.	"L01-L02"	(-7110.0 -12556.5)
1094.	"L02-L03"	(-7110.0 -12455.5)
1095.	"L01-L02"	(-7470.0 -11746.5)
1096.	"L01-L02"	(-7290.0 -12151.5)
1097.	"L03-L04"	(-7416.0 -11904.5)
1098.	"L02-L03"	(-7353.0 -11825.5)
1099.	"L01-L02"	(-7290.0 -11746.5)
